feature,importance
city_avg_price,0.32473805648443693
spotify_popularity,0.1841560194583203
state_avg_price,0.13192741420388077
subgenre_avg_price,0.10752979588495788
genre_avg_price,0.10307386396963121
weekday,0.06551030505219661
month,0.06277339435390787
year,0.020291150592668547
