model,rmse,mae,r2
linear_regression,19.75840606669478,11.685426294558178,0.057827818173801226
lasso_regression,19.742761287127465,11.67847820624231,0.05931925836647578
elastic_net,19.703068921541924,11.676266135279068,0.06309788992842669
decision_tree,14.80462393760727,8.93285912978778,0.4710419581915094
random_forest,12.33487058850872,8.068721986472632,0.632805930021844
gbt,13.337171350918666,8.34793477226771,0.5707068825963741
